width, p ,time
1,0.0,20
1,0.01,40
1,0.02,60
1,0.03,80
1,0.04,100
1,0.05,120
1,0.060000000000000005,140
1,0.07,160
1,0.08,180
1,0.09,200
1,0.09999999999999999,220
1,0.10999999999999999,240
1,0.11999999999999998,260
1,0.12999999999999998,280
1,0.13999999999999999,300
1,0.15,320
1,0.16,340
1,0.17,360
1,0.18000000000000002,380
1,0.19000000000000003,400
1,0.20000000000000004,420
1,0.21000000000000005,440
1,0.22000000000000006,460
1,0.23000000000000007,480
1,0.24000000000000007,500
1,0.25000000000000006,520
1,0.26000000000000006,540
1,0.2700000000000001,560
1,0.2800000000000001,580
1,0.2900000000000001,600
1,0.3000000000000001,620
1,0.3100000000000001,640
1,0.3200000000000001,660
1,0.3300000000000001,680
1,0.34000000000000014,700
1,0.35000000000000014,720
1,0.36000000000000015,740
1,0.37000000000000016,760
1,0.38000000000000017,780
1,0.3900000000000002,800
1,0.4000000000000002,820
1,0.4100000000000002,840
1,0.4200000000000002,860
1,0.4300000000000002,880
1,0.4400000000000002,900
1,0.45000000000000023,920
1,0.46000000000000024,940
1,0.47000000000000025,960
1,0.48000000000000026,980
1,0.49000000000000027,1000
1,0.5000000000000002,1020
1,0.5100000000000002,1040
1,0.5200000000000002,1060
1,0.5300000000000002,1080
1,0.5400000000000003,1100
1,0.5500000000000003,1120
1,0.5600000000000003,1140
1,0.5700000000000003,1160
1,0.5800000000000003,1180
1,0.5900000000000003,1200
1,0.6000000000000003,1220
1,0.6100000000000003,1240
1,0.6200000000000003,1260
1,0.6300000000000003,1280
1,0.6400000000000003,1300
1,0.6500000000000004,1320
1,0.6600000000000004,1340
1,0.6700000000000004,1360
1,0.6800000000000004,1380
1,0.6900000000000004,1400
1,0.7000000000000004,1420
1,0.7100000000000004,1440
1,0.7200000000000004,1460
1,0.7300000000000004,1480
1,0.7400000000000004,1500
1,0.7500000000000004,1520
1,0.7600000000000005,1540
1,0.7700000000000005,1560
1,0.7800000000000005,1580
1,0.7900000000000005,1600
1,0.8000000000000005,1620
1,0.8100000000000005,1640
1,0.8200000000000005,1660
1,0.8300000000000005,1680
1,0.8400000000000005,1700
1,0.8500000000000005,1720
1,0.8600000000000005,1740
1,0.8700000000000006,1760
1,0.8800000000000006,1780
1,0.8900000000000006,1800
1,0.9000000000000006,1820
1,0.9100000000000006,1840
1,0.9200000000000006,1860
1,0.9300000000000006,1880
1,0.9400000000000006,1900
1,0.9500000000000006,1920
1,0.9600000000000006,1940
1,0.9700000000000006,1960
1,0.9800000000000006,1980
1,0.9900000000000007,2000
2,0.0,2030
2,0.01,2060
2,0.02,2090
2,0.03,2120
2,0.04,2150
2,0.05,2180
2,0.060000000000000005,2210
2,0.07,2240
2,0.08,2270
2,0.09,2300
2,0.09999999999999999,2330
2,0.10999999999999999,2360
2,0.11999999999999998,2390
2,0.12999999999999998,2420
2,0.13999999999999999,2450
2,0.15,2480
2,0.16,2510
2,0.17,2540
2,0.18000000000000002,2570
2,0.19000000000000003,2600
2,0.20000000000000004,2630
2,0.21000000000000005,2660
2,0.22000000000000006,2690
2,0.23000000000000007,2720
2,0.24000000000000007,2750
2,0.25000000000000006,2780
2,0.26000000000000006,2810
2,0.2700000000000001,2840
2,0.2800000000000001,2870
2,0.2900000000000001,2900
2,0.3000000000000001,2930
2,0.3100000000000001,2960
2,0.3200000000000001,2990
2,0.3300000000000001,3020
2,0.34000000000000014,3050
2,0.35000000000000014,3080
2,0.36000000000000015,3110
2,0.37000000000000016,3140
2,0.38000000000000017,3170
2,0.3900000000000002,3200
2,0.4000000000000002,3230
2,0.4100000000000002,3260
2,0.4200000000000002,3290
2,0.4300000000000002,3320
2,0.4400000000000002,3350
2,0.45000000000000023,3380
2,0.46000000000000024,3410
2,0.47000000000000025,3440
2,0.48000000000000026,3470
2,0.49000000000000027,3500
2,0.5000000000000002,3530
2,0.5100000000000002,3560
2,0.5200000000000002,3590
2,0.5300000000000002,3620
2,0.5400000000000003,3650
2,0.5500000000000003,3680
2,0.5600000000000003,3710
2,0.5700000000000003,3740
2,0.5800000000000003,3770
2,0.5900000000000003,3800
2,0.6000000000000003,3830
2,0.6100000000000003,3860
2,0.6200000000000003,3890
2,0.6300000000000003,3920
2,0.6400000000000003,3950
2,0.6500000000000004,3980
2,0.6600000000000004,4010
2,0.6700000000000004,4040
2,0.6800000000000004,4070
2,0.6900000000000004,4100
2,0.7000000000000004,4130
2,0.7100000000000004,4160
2,0.7200000000000004,4190
2,0.7300000000000004,4220
2,0.7400000000000004,4250
2,0.7500000000000004,4280
2,0.7600000000000005,4310
2,0.7700000000000005,4340
2,0.7800000000000005,4370
2,0.7900000000000005,4400
2,0.8000000000000005,4430
2,0.8100000000000005,4460
2,0.8200000000000005,4490
2,0.8300000000000005,4520
2,0.8400000000000005,4550
2,0.8500000000000005,4580
2,0.8600000000000005,4610
2,0.8700000000000006,4640
2,0.8800000000000006,4670
2,0.8900000000000006,4700
2,0.9000000000000006,4730
2,0.9100000000000006,4760
2,0.9200000000000006,4790
2,0.9300000000000006,4820
2,0.9400000000000006,4850
2,0.9500000000000006,4880
2,0.9600000000000006,4910
2,0.9700000000000006,4940
2,0.9800000000000006,4970
2,0.9900000000000007,5000
3,0.0,5040
3,0.01,5080
3,0.02,5120
3,0.03,5160
3,0.04,5200
3,0.05,5240
3,0.060000000000000005,5280
3,0.07,5320
3,0.08,5360
3,0.09,5400
3,0.09999999999999999,5440
3,0.10999999999999999,5480
3,0.11999999999999998,5520
3,0.12999999999999998,5560
3,0.13999999999999999,5600
3,0.15,5640
3,0.16,5680
3,0.17,5720
3,0.18000000000000002,5760
3,0.19000000000000003,5800
3,0.20000000000000004,5840
3,0.21000000000000005,5880
3,0.22000000000000006,5920
3,0.23000000000000007,5960
3,0.24000000000000007,6000
3,0.25000000000000006,6040
3,0.26000000000000006,6080
3,0.2700000000000001,6120
3,0.2800000000000001,6160
3,0.2900000000000001,6200
3,0.3000000000000001,6240
3,0.3100000000000001,6280
3,0.3200000000000001,6320
3,0.3300000000000001,6360
3,0.34000000000000014,6400
3,0.35000000000000014,6440
3,0.36000000000000015,6480
3,0.37000000000000016,6520
3,0.38000000000000017,6560
3,0.3900000000000002,6600
3,0.4000000000000002,6640
3,0.4100000000000002,6680
3,0.4200000000000002,6720
3,0.4300000000000002,6760
3,0.4400000000000002,6800
3,0.45000000000000023,6840
3,0.46000000000000024,6880
3,0.47000000000000025,6920
3,0.48000000000000026,6960
3,0.49000000000000027,7000
3,0.5000000000000002,7040
3,0.5100000000000002,7080
3,0.5200000000000002,7120
3,0.5300000000000002,7160
3,0.5400000000000003,7200
3,0.5500000000000003,7240
3,0.5600000000000003,7280
3,0.5700000000000003,7320
3,0.5800000000000003,7360
3,0.5900000000000003,7400
3,0.6000000000000003,7440
3,0.6100000000000003,7480
3,0.6200000000000003,7520
3,0.6300000000000003,7560
3,0.6400000000000003,7600
3,0.6500000000000004,7640
3,0.6600000000000004,7680
3,0.6700000000000004,7720
3,0.6800000000000004,7760
3,0.6900000000000004,7800
3,0.7000000000000004,7840
3,0.7100000000000004,7880
3,0.7200000000000004,7920
3,0.7300000000000004,7960
3,0.7400000000000004,8000
3,0.7500000000000004,8040
3,0.7600000000000005,8080
3,0.7700000000000005,8120
3,0.7800000000000005,8160
3,0.7900000000000005,8200
3,0.8000000000000005,8240
3,0.8100000000000005,8280
3,0.8200000000000005,8320
3,0.8300000000000005,8360
3,0.8400000000000005,8400
3,0.8500000000000005,8440
3,0.8600000000000005,8480
3,0.8700000000000006,8520
3,0.8800000000000006,8560
3,0.8900000000000006,8600
3,0.9000000000000006,8640
3,0.9100000000000006,8680
3,0.9200000000000006,8720
3,0.9300000000000006,8760
3,0.9400000000000006,8800
3,0.9500000000000006,8840
3,0.9600000000000006,8880
3,0.9700000000000006,8920
3,0.9800000000000006,8960
3,0.9900000000000007,9000
4,0.0,9050
4,0.01,9100
4,0.02,9150
4,0.03,9200
4,0.04,9250
4,0.05,9300
4,0.060000000000000005,9350
4,0.07,9400
4,0.08,9450
4,0.09,9500
4,0.09999999999999999,9550
4,0.10999999999999999,9600
4,0.11999999999999998,9650
4,0.12999999999999998,9700
4,0.13999999999999999,9750
4,0.15,9800
4,0.16,9850
4,0.17,9900
4,0.18000000000000002,9950
4,0.19000000000000003,10000
4,0.20000000000000004,10050
4,0.21000000000000005,10100
4,0.22000000000000006,10150
4,0.23000000000000007,10200
4,0.24000000000000007,10250
4,0.25000000000000006,10300
4,0.26000000000000006,10350
4,0.2700000000000001,10400
4,0.2800000000000001,10450
4,0.2900000000000001,10500
4,0.3000000000000001,10550
4,0.3100000000000001,10600
4,0.3200000000000001,10650
4,0.3300000000000001,10700
4,0.34000000000000014,10750
4,0.35000000000000014,10800
4,0.36000000000000015,10850
4,0.37000000000000016,10900
4,0.38000000000000017,10950
4,0.3900000000000002,11000
4,0.4000000000000002,11050
4,0.4100000000000002,11100
4,0.4200000000000002,11150
4,0.4300000000000002,11200
4,0.4400000000000002,11250
4,0.45000000000000023,11300
4,0.46000000000000024,11350
4,0.47000000000000025,11400
4,0.48000000000000026,11450
4,0.49000000000000027,11500
4,0.5000000000000002,11550
4,0.5100000000000002,11600
4,0.5200000000000002,11650
4,0.5300000000000002,11700
4,0.5400000000000003,11750
4,0.5500000000000003,11800
4,0.5600000000000003,11850
4,0.5700000000000003,11900
4,0.5800000000000003,11950
4,0.5900000000000003,12000
4,0.6000000000000003,12050
4,0.6100000000000003,12100
4,0.6200000000000003,12150
4,0.6300000000000003,12200
4,0.6400000000000003,12250
4,0.6500000000000004,12300
4,0.6600000000000004,12350
4,0.6700000000000004,12400
4,0.6800000000000004,12450
4,0.6900000000000004,12500
4,0.7000000000000004,12550
4,0.7100000000000004,12600
4,0.7200000000000004,12650
4,0.7300000000000004,12700
4,0.7400000000000004,12750
4,0.7500000000000004,12800
4,0.7600000000000005,12850
4,0.7700000000000005,12900
4,0.7800000000000005,12950
4,0.7900000000000005,13000
4,0.8000000000000005,13050
4,0.8100000000000005,13100
4,0.8200000000000005,13150
4,0.8300000000000005,13200
4,0.8400000000000005,13250
4,0.8500000000000005,13300
4,0.8600000000000005,13350
4,0.8700000000000006,13400
4,0.8800000000000006,13450
4,0.8900000000000006,13500
4,0.9000000000000006,13550
4,0.9100000000000006,13600
4,0.9200000000000006,13650
4,0.9300000000000006,13700
4,0.9400000000000006,13750
4,0.9500000000000006,13800
4,0.9600000000000006,13850
4,0.9700000000000006,13900
4,0.9800000000000006,13950
4,0.9900000000000007,14000
5,0.0,14060
5,0.01,14120
5,0.02,14180
5,0.03,14240
5,0.04,14300
5,0.05,14360
5,0.060000000000000005,14420
5,0.07,14480
5,0.08,14540
5,0.09,14600
5,0.09999999999999999,14660
5,0.10999999999999999,14720
5,0.11999999999999998,14780
5,0.12999999999999998,14840
5,0.13999999999999999,14900
5,0.15,14960
5,0.16,15020
5,0.17,15080
5,0.18000000000000002,15140
5,0.19000000000000003,15200
5,0.20000000000000004,15260
5,0.21000000000000005,15320
5,0.22000000000000006,15380
5,0.23000000000000007,15440
5,0.24000000000000007,15500
5,0.25000000000000006,15560
5,0.26000000000000006,15620
5,0.2700000000000001,15680
5,0.2800000000000001,15740
5,0.2900000000000001,15800
5,0.3000000000000001,15860
5,0.3100000000000001,15920
5,0.3200000000000001,15980
5,0.3300000000000001,16040
5,0.34000000000000014,16100
5,0.35000000000000014,16160
5,0.36000000000000015,16220
5,0.37000000000000016,16280
5,0.38000000000000017,16340
5,0.3900000000000002,16400
5,0.4000000000000002,16460
5,0.4100000000000002,16520
5,0.4200000000000002,16580
5,0.4300000000000002,16640
5,0.4400000000000002,16700
5,0.45000000000000023,16760
5,0.46000000000000024,16820
5,0.47000000000000025,16880
5,0.48000000000000026,16940
5,0.49000000000000027,17000
5,0.5000000000000002,17060
5,0.5100000000000002,17120
5,0.5200000000000002,17180
5,0.5300000000000002,17240
5,0.5400000000000003,17300
5,0.5500000000000003,17360
5,0.5600000000000003,17420
5,0.5700000000000003,17480
5,0.5800000000000003,17540
5,0.5900000000000003,17600
5,0.6000000000000003,17660
5,0.6100000000000003,17720
5,0.6200000000000003,17780
5,0.6300000000000003,17840
5,0.6400000000000003,17900
5,0.6500000000000004,17960
5,0.6600000000000004,18020
5,0.6700000000000004,18080
5,0.6800000000000004,18140
5,0.6900000000000004,18200
5,0.7000000000000004,18260
5,0.7100000000000004,18320
5,0.7200000000000004,18380
5,0.7300000000000004,18440
5,0.7400000000000004,18500
5,0.7500000000000004,18560
5,0.7600000000000005,18620
5,0.7700000000000005,18680
5,0.7800000000000005,18740
5,0.7900000000000005,18800
5,0.8000000000000005,18860
5,0.8100000000000005,18920
5,0.8200000000000005,18980
5,0.8300000000000005,19040
5,0.8400000000000005,19100
5,0.8500000000000005,19160
5,0.8600000000000005,19220
5,0.8700000000000006,19280
5,0.8800000000000006,19340
5,0.8900000000000006,19400
5,0.9000000000000006,19460
5,0.9100000000000006,19520
5,0.9200000000000006,19580
5,0.9300000000000006,19640
5,0.9400000000000006,19700
5,0.9500000000000006,19760
5,0.9600000000000006,19820
5,0.9700000000000006,19880
5,0.9800000000000006,19940
5,0.9900000000000007,20000
6,0.0,20070
6,0.01,20140
6,0.02,20210
6,0.03,20280
6,0.04,20350
6,0.05,20420
6,0.060000000000000005,20490
6,0.07,20560
6,0.08,20630
6,0.09,20700
6,0.09999999999999999,20770
6,0.10999999999999999,20840
6,0.11999999999999998,20910
6,0.12999999999999998,20980
6,0.13999999999999999,21050
6,0.15,21120
6,0.16,21190
6,0.17,21260
6,0.18000000000000002,21330
6,0.19000000000000003,21400
6,0.20000000000000004,21470
6,0.21000000000000005,21540
6,0.22000000000000006,21610
6,0.23000000000000007,21680
6,0.24000000000000007,21750
6,0.25000000000000006,21820
6,0.26000000000000006,21890
6,0.2700000000000001,21960
6,0.2800000000000001,22030
6,0.2900000000000001,22100
6,0.3000000000000001,22170
6,0.3100000000000001,22240
6,0.3200000000000001,22310
6,0.3300000000000001,22380
6,0.34000000000000014,22450
6,0.35000000000000014,22520
6,0.36000000000000015,22590
6,0.37000000000000016,22660
6,0.38000000000000017,22730
6,0.3900000000000002,22800
6,0.4000000000000002,22870
6,0.4100000000000002,22940
6,0.4200000000000002,23010
6,0.4300000000000002,23080
6,0.4400000000000002,23150
6,0.45000000000000023,23220
6,0.46000000000000024,23290
6,0.47000000000000025,23360
6,0.48000000000000026,23430
6,0.49000000000000027,23500
6,0.5000000000000002,23570
6,0.5100000000000002,23640
6,0.5200000000000002,23710
6,0.5300000000000002,23780
6,0.5400000000000003,23850
6,0.5500000000000003,23920
6,0.5600000000000003,23990
6,0.5700000000000003,24060
6,0.5800000000000003,24130
6,0.5900000000000003,24200
6,0.6000000000000003,24270
6,0.6100000000000003,24340
6,0.6200000000000003,24410
6,0.6300000000000003,24480
6,0.6400000000000003,24550
6,0.6500000000000004,24620
6,0.6600000000000004,24690
6,0.6700000000000004,24760
6,0.6800000000000004,24830
6,0.6900000000000004,24900
6,0.7000000000000004,24970
6,0.7100000000000004,25040
6,0.7200000000000004,25110
6,0.7300000000000004,25180
6,0.7400000000000004,25250
6,0.7500000000000004,25320
6,0.7600000000000005,25390
6,0.7700000000000005,25460
6,0.7800000000000005,25530
6,0.7900000000000005,25600
6,0.8000000000000005,25670
6,0.8100000000000005,25740
6,0.8200000000000005,25810
6,0.8300000000000005,25880
6,0.8400000000000005,25950
6,0.8500000000000005,26020
6,0.8600000000000005,26090
6,0.8700000000000006,26160
6,0.8800000000000006,26230
6,0.8900000000000006,26300
6,0.9000000000000006,26370
6,0.9100000000000006,26440
6,0.9200000000000006,26510
6,0.9300000000000006,26580
6,0.9400000000000006,26650
6,0.9500000000000006,26720
6,0.9600000000000006,26790
6,0.9700000000000006,26860
6,0.9800000000000006,26930
6,0.9900000000000007,27000
7,0.0,27080
7,0.01,27160
7,0.02,27240
7,0.03,27320
7,0.04,27400
7,0.05,27480
7,0.060000000000000005,27560
7,0.07,27640
7,0.08,27720
7,0.09,27800
7,0.09999999999999999,27880
7,0.10999999999999999,27960
7,0.11999999999999998,28040
7,0.12999999999999998,28120
7,0.13999999999999999,28200
7,0.15,28280
7,0.16,28360
7,0.17,28440
7,0.18000000000000002,28520
7,0.19000000000000003,28600
7,0.20000000000000004,28680
7,0.21000000000000005,28760
7,0.22000000000000006,28840
7,0.23000000000000007,28920
7,0.24000000000000007,29000
7,0.25000000000000006,29080
7,0.26000000000000006,29160
7,0.2700000000000001,29240
7,0.2800000000000001,29320
7,0.2900000000000001,29400
7,0.3000000000000001,29480
7,0.3100000000000001,29560
7,0.3200000000000001,29640
7,0.3300000000000001,29720
7,0.34000000000000014,29800
7,0.35000000000000014,29880
7,0.36000000000000015,29960
7,0.37000000000000016,30040
7,0.38000000000000017,30120
7,0.3900000000000002,30200
7,0.4000000000000002,30280
7,0.4100000000000002,30360
7,0.4200000000000002,30440
7,0.4300000000000002,30520
7,0.4400000000000002,30600
7,0.45000000000000023,30680
7,0.46000000000000024,30760
7,0.47000000000000025,30840
7,0.48000000000000026,30920
7,0.49000000000000027,31000
7,0.5000000000000002,31080
7,0.5100000000000002,31160
7,0.5200000000000002,31240
7,0.5300000000000002,31320
7,0.5400000000000003,31400
7,0.5500000000000003,31480
7,0.5600000000000003,31560
7,0.5700000000000003,31640
7,0.5800000000000003,31720
7,0.5900000000000003,31800
7,0.6000000000000003,31880
7,0.6100000000000003,31960
7,0.6200000000000003,32040
7,0.6300000000000003,32120
7,0.6400000000000003,32200
7,0.6500000000000004,32280
7,0.6600000000000004,32360
7,0.6700000000000004,32440
7,0.6800000000000004,32520
7,0.6900000000000004,32600
7,0.7000000000000004,32680
7,0.7100000000000004,32760
7,0.7200000000000004,32840
7,0.7300000000000004,32920
7,0.7400000000000004,33000
7,0.7500000000000004,33080
7,0.7600000000000005,33160
7,0.7700000000000005,33240
7,0.7800000000000005,33320
7,0.7900000000000005,33400
7,0.8000000000000005,33480
7,0.8100000000000005,33560
7,0.8200000000000005,33640
7,0.8300000000000005,33720
7,0.8400000000000005,33800
7,0.8500000000000005,33880
7,0.8600000000000005,33960
7,0.8700000000000006,34040
7,0.8800000000000006,34120
7,0.8900000000000006,34200
7,0.9000000000000006,34280
7,0.9100000000000006,34360
7,0.9200000000000006,34440
7,0.9300000000000006,34520
7,0.9400000000000006,34600
7,0.9500000000000006,34680
7,0.9600000000000006,34760
7,0.9700000000000006,34840
7,0.9800000000000006,34920
7,0.9900000000000007,35000
8,0.0,35090
8,0.01,35180
8,0.02,35270
8,0.03,35360
8,0.04,35450
8,0.05,35540
8,0.060000000000000005,35630
8,0.07,35720
8,0.08,35810
8,0.09,35900
8,0.09999999999999999,35990
8,0.10999999999999999,36080
8,0.11999999999999998,36170
8,0.12999999999999998,36260
8,0.13999999999999999,36350
8,0.15,36440
8,0.16,36530
8,0.17,36620
8,0.18000000000000002,36710
8,0.19000000000000003,36800
8,0.20000000000000004,36890
8,0.21000000000000005,36980
8,0.22000000000000006,37070
8,0.23000000000000007,37160
8,0.24000000000000007,37250
8,0.25000000000000006,37340
8,0.26000000000000006,37430
8,0.2700000000000001,37520
8,0.2800000000000001,37610
8,0.2900000000000001,37700
8,0.3000000000000001,37790
8,0.3100000000000001,37880
8,0.3200000000000001,37970
8,0.3300000000000001,38060
8,0.34000000000000014,38150
8,0.35000000000000014,38240
8,0.36000000000000015,38330
8,0.37000000000000016,38420
8,0.38000000000000017,38510
8,0.3900000000000002,38600
8,0.4000000000000002,38690
8,0.4100000000000002,38780
8,0.4200000000000002,38870
8,0.4300000000000002,38960
8,0.4400000000000002,39050
8,0.45000000000000023,39140
8,0.46000000000000024,39230
8,0.47000000000000025,39320
8,0.48000000000000026,39410
8,0.49000000000000027,39500
8,0.5000000000000002,39590
8,0.5100000000000002,39680
8,0.5200000000000002,39770
8,0.5300000000000002,39860
8,0.5400000000000003,39950
8,0.5500000000000003,40040
8,0.5600000000000003,40130
8,0.5700000000000003,40220
8,0.5800000000000003,40310
8,0.5900000000000003,40400
8,0.6000000000000003,40490
8,0.6100000000000003,40580
8,0.6200000000000003,40670
8,0.6300000000000003,40760
8,0.6400000000000003,40850
8,0.6500000000000004,40940
8,0.6600000000000004,41030
8,0.6700000000000004,41120
8,0.6800000000000004,41210
8,0.6900000000000004,41300
8,0.7000000000000004,41390
8,0.7100000000000004,41480
8,0.7200000000000004,41570
8,0.7300000000000004,41660
8,0.7400000000000004,41750
8,0.7500000000000004,41840
8,0.7600000000000005,41930
8,0.7700000000000005,42020
8,0.7800000000000005,42110
8,0.7900000000000005,42200
8,0.8000000000000005,42290
8,0.8100000000000005,42380
8,0.8200000000000005,42470
8,0.8300000000000005,42560
8,0.8400000000000005,42650
8,0.8500000000000005,42740
8,0.8600000000000005,42830
8,0.8700000000000006,42920
8,0.8800000000000006,43010
8,0.8900000000000006,43100
8,0.9000000000000006,43190
8,0.9100000000000006,43280
8,0.9200000000000006,43370
8,0.9300000000000006,43460
8,0.9400000000000006,43550
8,0.9500000000000006,43640
8,0.9600000000000006,43730
8,0.9700000000000006,43820
8,0.9800000000000006,43910
8,0.9900000000000007,44000
9,0.0,44100
9,0.01,44200
9,0.02,44300
9,0.03,44400
9,0.04,44500
9,0.05,44600
9,0.060000000000000005,44700
9,0.07,44800
9,0.08,44900
9,0.09,45000
9,0.09999999999999999,45100
9,0.10999999999999999,45200
9,0.11999999999999998,45300
9,0.12999999999999998,45400
9,0.13999999999999999,45500
9,0.15,45600
9,0.16,45700
9,0.17,45800
9,0.18000000000000002,45900
9,0.19000000000000003,46000
9,0.20000000000000004,46100
9,0.21000000000000005,46200
9,0.22000000000000006,46300
9,0.23000000000000007,46400
9,0.24000000000000007,46500
9,0.25000000000000006,46600
9,0.26000000000000006,46700
9,0.2700000000000001,46800
9,0.2800000000000001,46900
9,0.2900000000000001,47000
9,0.3000000000000001,47100
9,0.3100000000000001,47200
9,0.3200000000000001,47300
9,0.3300000000000001,47400
9,0.34000000000000014,47500
9,0.35000000000000014,47600
9,0.36000000000000015,47700
9,0.37000000000000016,47800
9,0.38000000000000017,47900
9,0.3900000000000002,48000
9,0.4000000000000002,48100
9,0.4100000000000002,48200
9,0.4200000000000002,48300
9,0.4300000000000002,48400
9,0.4400000000000002,48500
9,0.45000000000000023,48600
9,0.46000000000000024,48700
9,0.47000000000000025,48800
9,0.48000000000000026,48900
9,0.49000000000000027,49000
9,0.5000000000000002,49100
9,0.5100000000000002,49200
9,0.5200000000000002,49300
9,0.5300000000000002,49400
9,0.5400000000000003,49500
9,0.5500000000000003,49600
9,0.5600000000000003,49700
9,0.5700000000000003,49800
9,0.5800000000000003,49900
9,0.5900000000000003,50000
9,0.6000000000000003,50100
9,0.6100000000000003,50200
9,0.6200000000000003,50300
9,0.6300000000000003,50400
9,0.6400000000000003,50500
9,0.6500000000000004,50600
9,0.6600000000000004,50700
9,0.6700000000000004,50800
9,0.6800000000000004,50900
9,0.6900000000000004,51000
9,0.7000000000000004,51100
9,0.7100000000000004,51200
9,0.7200000000000004,51300
9,0.7300000000000004,51400
9,0.7400000000000004,51500
9,0.7500000000000004,51600
9,0.7600000000000005,51700
9,0.7700000000000005,51800
9,0.7800000000000005,51900
9,0.7900000000000005,52000
